nome_completo,descricao_curta,setor,subsetor,organizacao,localizacoes,latitude,longitude,endereco_principal,custo_estimado,moeda,custo_original,status_atividade,eh_ppp,tipo_projeto,arranjo_contratual,processo_licitacao,outro_arranjo_contratual,outro_processo_licitacao,GUID
VDC10A - Terminal para granéis líquidos - Porto de Vila do Conde/PA,A Definir,Transport,Seaport,SEPPI,Pará,,,Pará,23936000.0,BRL,23936000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,980f56b8-ee2a-4357-9039-d04f62fb0fb7
Educa&#231;&#227;o Infantil - Munic&#237;pio de Boa Vista (RR),"Projeto de estruturação de concessão administrativa para construção, manutenção, conservação, gestão e operação dos serviços não pedagógicos de cerca de 30 novas unidades educacionais da rede municipal de educação infantil do município de Boa Vista (RR).",Social Infrastructure,School,SEPPI,Boa Vista,,,Boa Vista,0.185463,BRL,0.185463 BRL,Project Definition,True,New,,,,,98681a20-13e1-47a0-b33a-6e93647e8b1b
SUA01 - terminal de ve&#237;culos em geral e cargas no Porto de Suape/PE,"Terminal Brownfield com dimensão aproximada de 100.031 m&#178; , área &#10;totalmente pavimentada com concreto rígido, destinada &#224; movimentação e armazenagem de cargas Ro-Ro (veículos em geral e cargas Roll-on/Roll-off).",Transport,Seaport,SEPPI,Cabo de Santo Agostinho,,,Cabo de Santo Agostinho,868779.114,BRL,868779.114 BRL,Project Definition,True,Refurbishment/Replacement,,,,,9879f1ad-e1cc-42a2-85ea-78390298612b
PPP Novo Hospital do GHC,"Estudos de alternativas de parcerias para adequaç&#245;es das estruturas atuais, construção, reforma, ampliação das instalaç&#245;es e melhorias da gestão dos serviços não assistenciais de unidades hospitalares do Grupo Hospitalar Conceição - GHC em Porto Alegre/RS.",Social Infrastructure,Hospital,SEPPI,Rio Grande do Sul,,,Rio Grande do Sul,26400000.0,BRL,26400000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,98b53504-4b6a-4df5-ae4b-1482a73804c2
Saneamento B&#225;sico - Estado do Par&#225; - Bloco C,A Definir,Water & Waste,Water Supply Infrastructure,SEPPI,Pará,,,Pará,3308800000.0,BRL,3308800000.0 BRL,Project Definition,True,Expansion,,,,,98f1c849-bd13-454b-b956-4940de5ae1c3
"Leil&#227;o de Reserva de Capacidade, na forma de Pot&#234;ncia, de 2026",A Definir,Energy,Other Energy,SEPPI,,,,,0.0,BRL,,Project Definition,True,New,,,,,9ad5d137-101e-40ec-8413-3f5cbfd3bf01
Ilumina&#231;&#227;o P&#250;blica - Valen&#231;a (BA),A definir,Urban Services,Street Lighting,SEPPI,Valença,,,Valença,0.19262,BRL,0.19262 BRL,Project Definition,True,Refurbishment/Replacement,,,,,9e1299ea-e1c7-4385-86ed-a2fc29384519
Parque Nacional de Anavilhanas/AM,A Definir,Other,Other,SEPPI,Amazonas,,,Amazonas,0.0,BRL,,Project Definition,True,Refurbishment/Replacement,,,,,9e65bed1-a689-4502-be7a-d9478e64cc21
Ilumina&#231;&#227;o P&#250;blica - Pedro Leopoldo (MG),A definir,Urban Services,Street Lighting,SEPPI,Pedro Leopoldo,,,Pedro Leopoldo,2696821.78,BRL,2696821.78 BRL,Project Definition,True,Refurbishment/Replacement,,,,,9fadae09-e42b-4d15-9950-23ed0b1736e2
Iluminação Pública - Consórcio CISAMAVI (SC),"A PPP de Iluminação Pública representa um passo importante na busca contínua das administraç&#245;es municipais por melhorias significativas na qualidade de vida dos mais de 142 mil habitantes que serão diretamente impactados pelo projeto. É um arranjo regional organizado pelo Consórcio CISAMAVI, contando com 14 municípios que busca estruturar uma solução conjunta para a melhoria dos serviços públicos de iluminação pública de cada um de seus associados, sob a gestão do Consórcio Público.&#10;O projeto está sendo estruturado com recursos do Fundo de Estruturação de Projetos (FEP), conta com o assessoramento técnico da CAIXA.&#160; A coordenação geral é da Secretaria Especial do Programa de Parcerias e Investimentos (SEPPI), com o apoio do Ministério das Cidades.",Urban Services,Street Lighting,SEPPI,Santa Catarina; Agrolândia; Agronômica; Braço do Trombudo; Ibirama; Imbuia; José Boiteux; Laurentino; Mirim Doce; Petrolândia; Presidente Getúlio; Rio do Oeste; Salete; Taió; Trombudo,"{'address': 'Agronômica, Santa Catarina', 'location': {'x': '-49.7113241', 'y': '-27.264654'}, 'score': 100.0, 'attributes': {'ResultID': 3, 'Place_addr': 'Agronômica, Santa Catarina', 'City': 'Agronômica', 'Subregion': '', 'Region': 'Santa Catarina'}}","{'address': 'SC', 'location': {'x': '-50.482455751756', 'y': '-27.246192196751'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Santa Catarina', 'City': '', 'Subregion': '', 'Region': 'Santa Catarina'}}",Santa Catarina,3753882.0,BRL,3753882.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,9fd6f3dc-03f7-49df-b7f7-b5574d34b848
STS33 - Terminal de carga geral no Porto de Santos/SP,A Definir,Transport,Seaport,SEPPI,São Paulo,,,São Paulo,6461798.0,BRL,6461798.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,a06011b4-bc21-4fa7-a9e8-48674a98e57a
Barragem do Po&#231;o do Magro (Codeasf),A definir,Water & Waste,Other Water & Waste,SEPPI,Estado da Bahia,,,Estado da Bahia,0.181459,BRL,0.181459 BRL,Project Definition,True,Refurbishment/Replacement,,,,,a16279f3-1118-49bf-87ac-203e9d49d4fe
Ilumina&#231;&#227;o P&#250;blica - Ibi&#250;na (SP),A definir,Urban Services,Street Lighting,SEPPI,Ibiúna,,,Ibiúna,0.192608,BRL,0.192608 BRL,Project Definition,True,Refurbishment/Replacement,,,,,a220456c-90b6-4d8a-978b-483eee414286
Ilumina&#231;&#227;o P&#250;blica - Barbalha (CE),A definir,Urban Services,Street Lighting,SEPPI,Barbalha,,,Barbalha,3258945.8055,BRL,3258945.8055 BRL,Project Definition,True,Refurbishment/Replacement,,,,,a5214585-f845-4ba6-9f27-3cf061a17511
Malha Oeste (relicitação),Relicitação do contrato de concessão da Rumo Malha Oeste.,Transport,Intercity Rail,SEPPI,"Mato Grosso do Sul,São Paulo",,,"Mato Grosso do Sul,São Paulo",3330800000.0,BRL,3330800000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,a6643220-971e-4868-be0f-cecc6b79cef3
"Fortaleza de Santa Catarina, localizada no Estado da Paraíba",A Definir,Social Infrastructure,Tourist Facility,SEPPI,Paraíba,,,Paraíba,1346400.0,BRL,1346400.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,a6bbd1ae-29cd-4fcb-9408-e1f3f99a6c60
BR-101/RJ (Otimização da Autopista Fluminense),Otimização do contrato da Autopista Fluminense&#10;BR-101/RJ - 321 km,Transport,Highway,SEPPI,Rio de Janeiro,,,Rio de Janeiro,1065856000.0,BRL,1065856000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,a7317046-c49d-4e61-835b-2f23dded1972
Iluminação Pública - Francisco Beltrão (PR),"A PPP de Iluminação Pública representa um passo importante na busca contínua das administraç&#245;es municipais por melhorias significativas na qualidade de vida dos mais de 96 mil habitantes que serão diretamente impactados pelo projeto.&#10;O projeto está sendo estruturado com recursos do Fundo de Estruturação de Projetos (FEP/CAIXA). Além disso, a estruturação também conta com o assessoramento da CAIXA e coordenação da Secretaria Especial do Programa de Parcerias e Investimentos (SEPPI).",Urban Services,Street Lighting,,Paraná; Francisco Beltrão,"{'address': 'PR', 'location': {'x': '-51.616519840319', 'y': '-24.636114420615'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Paraná', 'City': '', 'Subregion': '', 'Region': 'Paraná'}}","{'address': 'Francisco Beltrão, Paraná', 'location': {'x': '-53.0529266', 'y': '-26.0781906'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Francisco Beltrão, Paraná', 'City': 'Francisco Beltrão', 'Subregion': '', 'Region': 'Paraná'}}",Paraná,2867322.0,BRL,2867322.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,a87b1857-97e6-48b8-9ee7-72061e7b5b3c
BR-135/316/MA,"A BR-135/316/MA interliga as cidades de São Luís/MA e Teresina/PI, servindo de rota de transporte para a região do Matopiba, considerada a grande fronteira agrícola nacional da atualidade, que apresenta crescimento expressivo na produção agrícola principalmente de soja e milho, contribuindo para o desenvolvimento regional do Norte e Nordeste do país.",Transport,Highway,SEPPI,Maranhão,,,Maranhão,0.0,BRL,,Project Definition,True,Refurbishment/Replacement,,,,,a93af4fb-d039-4fad-9454-cb0aabe6b5b8
Educa&#231;&#227;o Infantil - Munic&#237;pio de S&#227;o Jos&#233; dos Pinhais (PR),A definir,Social Infrastructure,School,SEPPI,São José dos Pinhais,,,São José dos Pinhais,0.192482,BRL,0.192482 BRL,Project Definition,True,New,,,,,aa501ce6-9656-42a5-beec-a0dc75fab8d2
Barragem de Tremedal (DNOCS),A definir,Other,Other,SEPPI,Estado de Bahia,,,Estado de Bahia,0.181284,BRL,0.181284 BRL,Project Definition,True,Refurbishment/Replacement,,,,,ab80c9e8-07f2-46ea-92d0-e32fda3ab48e
Cons&#243;rcio CONSUD,"A concessão do serviço de manejo de RSU, no âmbito do Consórcio Intermunicipal de Saúde do Sudoeste - CONSUD/PR, representa um passo importante na busca dos 20 municípios integrantes do projeto por melhorias significativas no manejo dos resíduos sólidos urbanos produzidos pelos mais de 304 mil habitantes que serão diretamente impactados pelo projeto.",Water & Waste,Solid Waste Facility,SEPPI,Barracão; Ampére; Bela Vista da Caroba; Boa Esperança do Iguaçu; Bom Jesus do Sul; Capanema; Dois Vizinhos; Enéas Marques; Flor da Serra do Sul; Francisco Beltrão; Manfrinópolis; Marmeleiro; Nova Prata do Iguaçu; Pérola d'Oeste; Pinhal de São Bento,"{'address': 'Ampére, Paraná', 'location': {'x': '-53.4711191', 'y': '-25.9168878'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Ampére, Paraná', 'City': 'Ampére', 'Subregion': '', 'Region': 'Paraná'}}","{'address': 'Barracão, Paraná', 'location': {'x': '-53.6360922', 'y': '-26.2533376'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Barracão, Paraná', 'City': 'Barracão', 'Subregion': '', 'Region': 'Paraná'}}",Barracão,16520793.88519,BRL,16520793.88519 BRL,Project Definition,True,New,,,,,ad90c00e-f42d-4417-b3ee-eba9b77c326a
Educa&#231;&#227;o Infantil - Munic&#237;pio de Santa Maria (RS),"Projeto de estruturação de concessão administrativa para construção, manutenção, conservação, gestão e operação dos serviços não pedagógicos de cerca de 20 novas unidades educacionais da rede municipal de educação infantil do município de Santa Maria (RS).",Social Infrastructure,School,SEPPI,Santa Maria,,,Santa Maria,0.185463,BRL,0.185463 BRL,Project Definition,True,New,,,,,ae374819-5464-4458-b5ce-d44aaefaaedd
Iluminação Pública - Vitória de Santo Antão (PE),"A PPP de Iluminação Pública representa um passo importante na busca contínua das administraç&#245;es municipais por melhorias significativas na qualidade de vida dos mais de 134 mil habitantes que serão diretamente impactados pelo projeto.&#10;O projeto está sendo estruturado com recursos do Fundo de Estruturação de Projetos (FEP/CAIXA). Além disso, a estruturação também conta com o assessoramento da CAIXA e coordenação da Secretaria Especial do Programa de Parcerias e Investimentos (SEPPI).",Urban Services,Street Lighting,SEPPI,Pernambuco; Vitória de Santo Antão,"{'address': 'PE', 'location': {'x': '-37.997678124001', 'y': '-8.325217431166'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Pernambuco', 'City': '', 'Subregion': '', 'Region': 'Pernambuco'}}","{'address': 'Vitória de Santo Antão, Pernambuco', 'location': {'x': '-35.2857568', 'y': '-8.1143608'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Vitória de Santo Antão, Pernambuco', 'City': 'Vitória de Santo Antão', 'Subregion': '', 'Region': 'Pernambuco'}}",Pernambuco,2574000.0,BRL,2574000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,afa5c377-0d31-492c-8ca4-54df7f73c284
Porto Organizado de Itajaí/SC,Concesão do canal de acesso.,Transport,Seaport,SEPPI,Santa Catarina; Itajaí,"{'address': 'Itajaí, Santa Catarina', 'location': {'x': '-48.6626099', 'y': '-26.9083405'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Itajaí, Santa Catarina', 'City': 'Itajaí', 'Subregion': '', 'Region': 'Santa Catarina'}}","{'address': 'SC', 'location': {'x': '-50.482455751756', 'y': '-27.246192196751'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Santa Catarina', 'City': '', 'Subregion': '', 'Region': 'Santa Catarina'}}",Santa Catarina,492800000.0,BRL,492800000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,aff145d8-d9d6-4a40-87a9-0e75318cadf0
RDJ07 - Terminal de apoio offshore no Porto do Rio de Janeiro/RJ,A área de arrendamento denominada RDJ07 está localizada dentro da poligonal do Porto Organizado do Rio de Janeiro e será destinada ao apoio logístico offshore.,Transport,Seaport,SEPPI,Rio de Janeiro,,,Rio de Janeiro,17906416.0,BRL,17906416.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,b09ae85e-186a-4bf9-9fa6-1767ae6f582b
BR-163/267/MS (Relicitação),Rota do Tuiuiú,Transport,Highway,SEPPI,Mato Grosso do Sul,,,Mato Grosso do Sul,748880000.0,BRL,748880000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,b17b954e-52d0-4f06-8865-4f18855bac72
Consórcio de Municípios do Centro Oeste Mineiro - CIAS,A Definir,Water & Waste,Solid Waste Facility,SEPPI,Minas Gerais,,,Minas Gerais,72187127.0,BRL,72187127.0 BRL,Project Definition,True,New,,,,,b3ee4629-b976-4d12-af02-593245102cf7
SSD04 - Terminal de contêiner e carga geral no Porto de Salvador/BA,"O Terminal possui conexão rodoviária com capacidade para incremento de fluxo. O empreendimento será executado sobre terreno com estruturas existentes, podendo essas serem demolidas ou renovadas.",Transport,Seaport,SEPPI,Bahia; Salvador,"{'address': 'Salvador, Bahia', 'location': {'x': '-38.5058208', 'y': '-12.9641527'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Salvador, Bahia', 'City': 'Salvador', 'Subregion': '', 'Region': 'Bahia'}}","{'address': 'BA', 'location': {'x': '-41.721435781216', 'y': '-12.475311328523'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Bahia', 'City': '', 'Subregion': '', 'Region': 'Bahia'}}",Bahia,12441332.0,BRL,12441332.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,b4515555-143a-46d4-b04b-737132ae83fa
Consórcio do Agreste PE e Fronteiras - CONIAPE/PE,A Definir,Water & Waste,Solid Waste Facility,SEPPI,Pernambuco,,,Pernambuco,25337943.0,BRL,25337943.0 BRL,Project Definition,True,New,,,,,b4bc3470-79d3-410f-b838-aa5cf18f381a
Esgotamento Sanitário - Volta Redonda/RJ,A Definir,Water & Waste,Waste Water Treatment,SEPPI,Rio de Janeiro,,,Rio de Janeiro,56320000.0,BRL,56320000.0 BRL,Project Definition,True,New,,,,,b532914d-19ea-473b-bf11-e5ec436ac1f4
TRENSURB: Metrô da Região Metropolitana de Porto Alegre/RS,A Definir,Transport,Metro,SEPPI,Rio Grande do Sul,,,Rio Grande do Sul,211200000.0,BRL,211200000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,b84d54bb-9558-4e1a-8c8a-689ba18b82b8
Parque Nacional do Jaú/AM,A Definir,Other,Other,SEPPI,Amazonas,,,Amazonas,0.0,BRL,,Project Definition,True,Refurbishment/Replacement,,,,,b86af630-941d-43a4-9f77-8968311982da
Saneamento básico - Município de Porto Alegre/RS,A Definir,Water & Waste,Water Supply Infrastructure,SEPPI,Rio Grande do Sul,,,Rio Grande do Sul,930593312.0,BRL,930593312.0 BRL,Project Definition,True,Expansion,,,,,bb99829c-ee0f-4be9-850e-e6c8a8b9ac3c
VDC04 - Terminal de granel sólido mineral no Porto de Vila do Conde/PA,"A área VDC04 encontra-se com ocupação não operacional, sem contrato vigente, porém, tem sido utilizada pela CDP como estacionamento, cobertura para armazenagem de materiais, atendimento de demandas da RFB, além de área de descarte de materiais. A projeção é que a área se torne operacional movimentando manganês e fertilizantes, cargas operadas no Porto de Vila do Conde, que carecem de áreas para armazenagem.",Transport,Seaport,SEPPI,Pará; Vila do Conde,"{'address': 'PA', 'location': {'x': '-53.07030619154', 'y': '-3.980709797245'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Pará', 'City': '', 'Subregion': '', 'Region': 'Pará'}}","{'address': 'Vila do Conde, Barueri, São Paulo', 'location': {'x': '-46.8681', 'y': '-23.53155'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Vila do Conde, Barueri, São Paulo', 'City': '', 'Subregion': 'Barueri', 'Region': 'São Paulo'}}",Pará,1584000.0,BRL,1584000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,bd82ecda-dbb7-486d-8953-2d56651aa0ef
1º Leilão de Transmissão de Energia 2026,A Definir,Energy,Transmission Line,SEPPI,,,,,0.0,BRL,,Project Definition,True,New,,,,,bdd8bd47-218f-445f-a795-72eefc900b3c
Consórcio Intermunicipal de Des. Sust. da Serra Gaúcha - CISGA,A Definir,Water & Waste,Solid Waste Facility,SEPPI,Rio Grande do Sul,,,Rio Grande do Sul,48854263.0,BRL,48854263.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,be0f9e32-9781-4427-9cbf-4323e661ee13
Floresta Nacional de Ipanema/SP,A Definir,Other,Other,SEPPI,São Paulo,,,São Paulo,1161600.0,BRL,1161600.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,bf3ca782-808c-4976-8571-669b139f6eb2
Tabuleiros Litorâneos/PI,A Definir,Water & Waste,Irrigation,SEPPI,Piauí,,,Piauí,180048000.0,BRL,180048000.0 BRL,Project Definition,True,New,,,,,c147867e-e4e5-4f88-82f7-2465578ba171
Saneamento básico - Estado de Minas Gerais,A Definir,Water & Waste,Water Supply Infrastructure,SEPPI,Minas Gerais,,,Minas Gerais,0.0,BRL,,Project Definition,True,New,,,,,c22453be-53b3-42e8-993c-044445988e3b
Iluminação Pública - Porto Seguro (BA),"A PPP de Iluminação Pública representa um passo importante na busca contínua das administraç&#245;es municipais por melhorias significativas na qualidade de vida dos mais de 167 mil habitantes que serão diretamente impactados pelo projeto.&#10;O projeto está sendo estruturado com recursos do Fundo de Estruturação de Projetos (FEP/CAIXA). Além disso, a estruturação também conta com o assessoramento da CAIXA e coordenação da Secretaria Especial do Programa de Parcerias e Investimentos (SEPPI).",Urban Services,Street Lighting,SEPPI,Bahia; Porto Seguro,"{'address': 'BA', 'location': {'x': '-41.721435781216', 'y': '-12.475311328523'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Bahia', 'City': '', 'Subregion': '', 'Region': 'Bahia'}}","{'address': 'Porto Seguro, Bahia', 'location': {'x': '-39.0643332', 'y': '-16.4508765'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Porto Seguro, Bahia', 'City': 'Porto Seguro', 'Subregion': '', 'Region': 'Bahia'}}",Bahia,4190014.0,BRL,4190014.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,c26d3a52-7554-4f45-93ab-721862bf9091
Iluminação Pública - Santo Antônio de Jesus (BA),"A PPP de Iluminação Pública representa um passo importante na busca contínua das administraç&#245;es municipais por melhorias significativas na qualidade de vida dos mais de 103 mil habitantes que serão diretamente impactados pelo projeto.&#10;O projeto está sendo estruturado com recursos do Fundo de Estruturação de Projetos (FEP/CAIXA). Além disso, a estruturação também conta com o assessoramento da CAIXA e coordenação da Secretaria Especial do Programa de Parcerias e Investimentos (SEPPI).",Urban Services,Street Lighting,SEPPI,Bahia; Santo Antônio de Jesus,"{'address': 'BA', 'location': {'x': '-41.721435781216', 'y': '-12.475311328523'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Bahia', 'City': '', 'Subregion': '', 'Region': 'Bahia'}}","{'address': 'Santo Antônio de Jesus, Bahia', 'location': {'x': '-39.265964', 'y': '-12.9678964'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Santo Antônio de Jesus, Bahia', 'City': 'Santo Antônio de Jesus', 'Subregion': '', 'Region': 'Bahia'}}",Bahia,2566450.0,BRL,2566450.0 BRL,Project Definition,True,New,,,,,c2862786-45eb-4a2c-8e6d-3ad78ef15a8d
Aeroporto de Bras&#237;lia - Procedimento Competitivo Simplificado,a Definir,Transport,Airport,SEPPI,Brasília,,,Brasília,0.600059,BRL,0.600059 BRL,Project Definition,True,Refurbishment/Replacement,,,,,c2ac4c15-b6c5-4a2c-8dd8-881318f8a353
Restaura&#231;&#227;o Florestal na Flona de Altamira/PA,"Concessão para manejo florestal sustentável de 327,1 mil hectares, dos quais 32.587,72 hectares degradados da floresta são destinados para restauração florestal, recuperação de seus serviços ecossistêmicos e geração de emprego e renda para a comunidade local.",Other,Other,SEPPI,Altamira; Itaituba; Trairão,"{'address': 'Itaituba, Pará', 'location': {'x': '-55.9914411', 'y': '-4.2624139'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Itaituba, Pará', 'City': 'Itaituba', 'Subregion': '', 'Region': 'Pará'}}","{'address': 'Trairão, Pará', 'location': {'x': '-55.9963745', 'y': '-4.7032318'}, 'score': 100.0, 'attributes': {'ResultID': 3, 'Place_addr': 'Trairão, Pará', 'City': 'Trairão', 'Subregion': '', 'Region': 'Pará'}}",Altamira,0.181716,BRL,0.181716 BRL,Project Definition,True,Refurbishment/Replacement,,,,,c2c9e296-6790-49b0-bc64-8d22e51de904
Canal de Acesso Aquavi&#225;rio ao Porto de Santos,"O acesso aquaviário é realizado por canal com 25 km de extensão, capaz de receber navios de até 336 m de comprimento, 46 m de boca e 13,5 m de calado, cujas dimens&#245;es reduzem-se a medida que se adentra o continente.",Transport,Seaport,SEPPI,São Paulo; Santos,"{'address': 'Santos, Sao Paulo', 'location': {'x': '-46.3264601', 'y': '-23.9562885'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Santos, Sao Paulo', 'City': 'Santos', 'Subregion': '', 'Region': 'Sao Paulo'}}","{'address': 'Sao Paulo', 'location': {'x': '-46.6382522', 'y': '-23.5486657'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Sao Paulo', 'City': 'Sao Paulo', 'Subregion': '', 'Region': 'Sao Paulo'}}",São Paulo,1056000000.0,BRL,1056000000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,c33de432-98e8-415a-8920-c714218836cb
Ilumina&#231;&#227;o P&#250;blica - Tim&#243;teo (MG),A definir,Urban Services,Street Lighting,SEPPI,Timóteo,,,Timóteo,0.192504,BRL,0.192504 BRL,Project Definition,True,Refurbishment/Replacement,,,,,c3525439-233a-4bd6-988e-f3f5c4f33718
BR-163/MT/PA - Otimiza&#231;&#227;o Arco Norte,A Definir,Transport,Highway,SEPPI,Estado do Pará; Mato Grosso,"{'address': 'MT', 'location': {'x': '-55.910791764534', 'y': '-12.949006202612'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Mato Grosso', 'City': '', 'Subregion': '', 'Region': 'Mato Grosso'}}","{'address': 'Estado do Pará', 'location': {'x': '-53.0', 'y': '-4.0'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Pará', 'City': '', 'Subregion': '', 'Region': 'Pará'}}",Estado do Pará,1887239140.0,BRL,1887239140.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,c3693e48-d3c2-43a3-9900-1d5ecaf44c7f
Ilumina&#231;&#227;o P&#250;blica - Caic&#243; (RN),A definir,Urban Services,Street Lighting,SEPPI,Caicó,,,Caicó,0.192608,BRL,0.192608 BRL,Project Definition,True,Refurbishment/Replacement,,,,,c408688e-b910-4957-910c-fa5f950034d8
Consórcio CI Centro,A Definir,Water & Waste,Solid Waste Facility,SEPPI,Rio Grande do Sul,,,Rio Grande do Sul,30436204.0,BRL,30436204.0 BRL,Project Definition,True,New,,,,,c5dc668b-99c8-4495-a40e-b95bc49448c1
"Aeroporto Internacional de Viracopos, em Campinas/SP (relicitação)","O empreendimento foi qualificado na 13&#170; reunião do Conselho do PPI, por meio da&#160;Resolução n&#186; 123, de 10/06/2020, que deu origem ao&#160;Decreto n&#186; 10.427, de 17/07/2020.",Transport,Airport,SEPPI,Campinas,,,Campinas,748000000.0,BRL,748000000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,c5dd423a-0cfd-4e36-8fd9-03bb18dc250e
Etapas 3 e 4 do Projeto de Irrigação Jaíba/MG,A Definir,Water & Waste,Irrigation,SEPPI,Minas Gerais,,,Minas Gerais,0.0,BRL,,Project Definition,True,Expansion,,,,,c696a4bf-f8eb-486f-9cb5-673629bbbf95
Ilumina&#231;&#227;o P&#250;blica - Aruj&#225; (SP),A definir,Urban Services,Street Lighting,SEPPI,Arujá,,,Arujá,0.192608,BRL,0.192608 BRL,Project Definition,True,Refurbishment/Replacement,,,,,c9127fad-fa13-4fa9-ba43-dd41862217d6
"CBTU - estudos de mobilidade das praças de Natal, João Pessoa e Maceió","Os projetos dos sistemas de metrô das regi&#245;es metropolitanas de Natal/RN, Maceió/AL e João Pessoa/PB tem por principal objetivo o estudo de mobilidade no qual essas operaç&#245;es estão inseridas.&#10;&#10;Espera-se que os usuários destas regi&#245;es metropolitanas que utilizam do sistema de transporte tenham mais qualidade de vida e menos tempo gasto nos seus deslocamentos, com maior segurança e regularidade e manutenção da mesma estrutura tarifária vigente.",Transport,Metro,SEPPI,"Alagoas, Paraíba,Rio Grande do Norte",,,"Alagoas, Paraíba,Rio Grande do Norte",0.0,BRL,,Project Definition,True,Refurbishment/Replacement,,,,,c9b9363d-d6c8-4e33-8d4b-3f27312a0f37
Educação Infantil - Consórcio Intermunicipal CIM-AMFRI,"Projeto de estruturação de PPP de unidades de educação infantil em Municípios do Consórcio Intermunicipal Multifinalitário da Associação de Municípios da Foz do Rio Itajaí (CIM-AMFRI), de Santa Catarina.&#10;&#10;Os municípios envolvidos no projeto são: CAMBORIÚ (Hab. 82.989), BALNEÁRIO CAMBORIÚ (Hab. 142.295), LUIZ ALVES (Hab. 12.859), NAVEGANTES (Hab. 86.401), PORTO BELO (Hab. 27.688).",Social Infrastructure,School,SEPPI,Santa Catarina; Camboriú; Balneário Camboriú; Luiz Alves; Navegantes; Porto Belo,"{'address': 'Camboriú, Santa Catarina', 'location': {'x': '-48.654897', 'y': '-27.025757'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Camboriú, Santa Catarina', 'City': 'Camboriú', 'Subregion': '', 'Region': 'Santa Catarina'}}","{'address': 'Navegantes, Santa Catarina', 'location': {'x': '-48.6553182', 'y': '-26.899471'}, 'score': 100.0, 'attributes': {'ResultID': 5, 'Place_addr': 'Navegantes, Santa Catarina', 'City': 'Navegantes', 'Subregion': '', 'Region': 'Santa Catarina'}}",Santa Catarina,102080000.0,BRL,102080000.0 BRL,Project Definition,True,New,,,,,ca14fd28-c4c2-460e-8d2f-9db7d192565f
