nome_completo,descricao_curta,setor,subsetor,organizacao,localizacoes,latitude,longitude,endereco_principal,custo_estimado,moeda,custo_original,status_atividade,eh_ppp,tipo_projeto,arranjo_contratual,processo_licitacao,outro_arranjo_contratual,outro_processo_licitacao,GUID
BR-116/SP/PR (Otimiza&#231;&#227;o R&#233;gis Bittencourt),"OTIMIZAÇÃO CONTRATUAL da concessão da BR-116/SP/PR, conhecida como Régis Bittencourt, está inserida nos estados de São Paulo e Paraná.&#10;O trecho conecta os importantes polos de São Paulo (SP) a Curitiba (PR), atravessando 16 municípios, e destaca-se como uma rota essencial para o transporte de cargas e o escoamento da produção industrial e agrícola das regi&#245;es Sudeste e Sul. Predominam cargas gerais, produtos manufaturados e grãos, refletindo a intensa atividade econômica ao longo da rodovia.",Transport,Highway,SEPPI,Estado de São Paulo; Estado do Paraná,"{'address': 'Estado do Paraná', 'location': {'x': '-51.33333', 'y': '-24.5'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Paraná', 'City': '', 'Subregion': '', 'Region': 'Paraná'}}","{'address': 'Estado de São Paulo', 'location': {'x': '-49.0', 'y': '-22.0'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'São Paulo', 'City': '', 'Subregion': '', 'Region': 'São Paulo'}}",Estado de São Paulo,3566240680.0,BRL,3566240680.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,4c05e45c-b718-4c7a-b03f-81d13a82f9f8
FTC - Ferrovia Tereza Cristina S.A.,A Definir,Transport,Intercity Rail,SEPPI,Santa Catarina,,,Santa Catarina,0.0,BRL,,Project Definition,True,Refurbishment/Replacement,,,,,4c2b7f32-e418-4926-8bf0-d91e3f81bfcb
Direitos Minerários de Caulim em Rio Capim/PA,A Definir,Other,Other,SEPPI,Pará,,,Pará,880000.0,BRL,880000.0 BRL,Project Definition,True,New,,,,,4d24370c-ef9f-4e88-9e39-28c490db2d05
Consórcio CEMMIL/SP,A Definir,Water & Waste,Solid Waste Facility,SEPPI,São Paulo,,,São Paulo,20988955.0,BRL,20988955.0 BRL,Project Definition,True,New,,,,,4ec9c8f4-6447-4d18-ac99-ff137740a60c
Ilumina&#231;&#227;o P&#250;blica - Mogi da Cruzes (SP),A definir,Urban Services,Street Lighting,SEPPI,Mogi das Cruzes,,,Mogi das Cruzes,0.192608,BRL,0.192608 BRL,Project Definition,True,Refurbishment/Replacement,,,,,4fbd5c3c-ee58-479f-93fc-76d97b7f110b
Santa Cruz do Apodi/RN,"O perímetro de irrigação Santa Cruz do Apodi, localizado nos municípios de Apodi e Felipe Guerra, na região oeste do Rio Grande do Norte, a 76 km de Mossoró, 354 km de Natal e 321 km de Fortaleza.&#10;O projeto é abastecido pelas águas do rio Apodi, sendo a captação a jusante da barragem de Santa Cruz. O perímetro tem uma área irrigável de 9.236 hectares, sendo 5.200 hectares correspondentes &#224; 1&#170; Etapa e 4.036 &#224; 2&#170; Etapa.&#10;Trata-se de um perímetros de irrigação do DNOCS.",Water & Waste,Irrigation,SEPPI,Apodi; Felipe Guerra,"{'address': 'Apodi, Rio Grande do Norte', 'location': {'x': '-37.7996289', 'y': '-5.6659099'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Apodi, Rio Grande do Norte', 'City': 'Apodi', 'Subregion': '', 'Region': 'Rio Grande do Norte'}}","{'address': 'Felipe Guerra, Rio Grande do Norte', 'location': {'x': '-37.693638', 'y': '-5.6005997'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Felipe Guerra, Rio Grande do Norte', 'City': 'Felipe Guerra', 'Subregion': '', 'Region': 'Rio Grande do Norte'}}",Apodi,68215730.0,BRL,68215730.0 BRL,Project Definition,True,New,,,,,510de519-01fb-4129-ae7f-88e05fb446fe
Rumo Malha Sul - Corredor Rio Grande,A definir,Transport,Intercity Rail,SEPPI,Estado do Rio Grande do Sul,,,Estado do Rio Grande do Sul,543698400.0,BRL,543698400.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,51ca2063-24d7-4261-b19a-1a267f7d0e68
Ilumina&#231;&#227;o P&#250;blica - Camb&#233; (PR),A definir,Urban Services,Street Lighting,SEPPI,Cambé,,,Cambé,0.192608,BRL,0.192608 BRL,Project Definition,True,Refurbishment/Replacement,,,,,52665076-da05-478f-9dea-4111860909e0
Barragem de Riacho do Paulo (DNOCS),a definir,Water & Waste,Other Water & Waste,SEPPI,Estado da Bahia,,,Estado da Bahia,0.181383,BRL,0.181383 BRL,Project Definition,True,New,,,,,52941c04-f840-4517-934d-d12418bf4cd2
Hidrovia de Lagoa Mirim e do Canal de São Gonçalo/RS,A Definir,Transport,Other Transport,SEPPI,Rio Grande do Sul,,,Rio Grande do Sul,0.0,BRL,,Project Definition,True,New,,,,,54506e95-c2d9-4a74-b70c-99f379c6b432
MUC04 - Terminal de contêineres no Porto de Fortaleza/CE,A Definir,Transport,Seaport,SEPPI,Ceará,,,Ceará,63489888.0,BRL,63489888.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,55bc53d9-5f86-4b59-9e82-fdd2c110faf0
BR-040/495/RJ/MG - Rio de Janeiro a Juiz de Fora,"Por meio da Portaria N&#186;531/2024, o Ministério dos Transportes aprovou o Plano de Outorga da concessão para exploração da Rodovia BR-040/495/MG/RJ no trecho entre Juiz de Fora/MG e Rio de Janeiro/RJ.&#10;&#10;O projeto em análise deriva da diretriz de política pública do Ministério dos Transportes, que determinou a separação dos estudos técnicos para a concessão da BR-040/495/MG/RJ, no trecho entre Belo Horizonte e o Rio de Janeiro, em dois projetos distintos. Um abrange o trecho de Belo Horizonte (MG) a Juiz de Fora (MG), enquanto o outro engloba o trecho de Juiz de Fora (MG) ao Rio de Janeiro (RJ).&#10;&#10;O primeiro segmento foi leiloado em 11/04/2024&#160;e o outro, com o trecho entre Juiz de Fora (MG) e Rio de Janeiro (RJ), é o objeto deste novo Plano de Outorga.&#10;&#10;*Fonte das informaç&#245;es: Plano de Outorga MT/ANTT (05/06/2024).",Transport,Highway,SEPPI,"Minas Gerais,Rio de Janeiro",,,"Minas Gerais,Rio de Janeiro",897600000.0,BRL,897600000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,55d8c9d7-c8ea-4140-8e03-0fb8486ca603
BR-116/158/392/290/RS - Rota Integração do Sul,A Definir,Transport,Highway,SEPPI,Rio Grande do Sul,,,Rio Grande do Sul,776160000.0,BRL,776160000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,56e91a40-09ed-4e76-84f8-6ad7119a3ba5
Aeroporto de Santos Dumont/RJ,"O Aeroporto de Santos Dumont, localizado próximo aos principais pontos turísticos da cidade, é um dos mais movimentados do país e atende a Ponte Aérea Rio-São Paulo.",Transport,Airport,SEPPI,Rio de Janeiro,,,Rio de Janeiro,224364800.0,BRL,224364800.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,5731cec4-2028-4351-8f6c-23301ef6ba4b
Habita&#231;&#227;o para Loca&#231;&#227;o Social - Macei&#243;/AL,A definir,Social Infrastructure,School,SEPPI,Maceió,,,Maceió,0.192417,BRL,0.192417 BRL,Project Definition,True,New,,,,,57f09efa-e23d-4d1b-b1bd-400cd687b5ef
Floresta e Parque Nacional de Bras&#237;lia/DF,A Definir,Other,Other,SEPPI,Distrito Federal; Brasília,"{'address': 'DF', 'location': {'x': '-47.796917818901', 'y': '-15.780628855282'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Federal District', 'City': '', 'Subregion': '', 'Region': 'Federal District'}}","{'address': 'Brasília, Federal District', 'location': {'x': '-47.9257379', 'y': '-15.7793842'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Brasília, Federal District', 'City': 'Brasília', 'Subregion': '', 'Region': 'Federal District'}}",Distrito Federal,6945886.35,BRL,6945886.35 BRL,Project Definition,True,Refurbishment/Replacement,,,,,5834280d-f76d-45c3-9d4b-c223179d9c9e
Educa&#231;&#227;o Infantil - Munic&#237;pio de Aracruz (ES),A definir,Social Infrastructure,School,SEPPI,Aracruz,,,Aracruz,14540250.0,BRL,14540250.0 BRL,Project Definition,True,New,,,,,5839a0bc-f46c-4065-b411-a03cf0548c4d
Museu Histórico do Exército Brasileiro e Forte de Copacabana,A Definir,Social Infrastructure,Tourist Facility,SEPPI,Rio de Janeiro,,,Rio de Janeiro,0.0,BRL,,Project Definition,True,Refurbishment/Replacement,,,,,59ea1432-1bd8-4574-870e-5b183a174340
Terminal Pesqueiro de Cananéia/SP,"De acordo com o PMAP, Cananeia é uma cidade relevante para a pesca no Estado de São Paulo, sendo a segunda localidade que mais recebe pescados da pesca extrativa (atrás apenas de Santos/Guarujá).&#160; Entre 2017 e 2019 foram descarregados, aproximadamente, 2 mil toneladas anuais de pescados em Cananeia. A atividade pesqueira na cidade contempla tanto o setor industrial quando o artesanal, e é diversificada em termos de tipos de embarcação e de presença em diversos ambientes (fluvial, estuarino, marinho costeiro e marinho de alto-mar).&#10;&#10;Na cidade, não há entreposto que forneça combustível (existe apenas um posto na região). O fornecimento de combustível pelo TPP foi mapeado como um atendimento relevante para a pesca na região, reunindo em um único entreposto um rol de atendimentos e insumos mínimos necessários &#224; atividade.",Other,Other,SEPPI,São Paulo; Cananéia,"{'address': 'Cananéia, São Paulo', 'location': {'x': '-47.9316997', 'y': '-25.0240906'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Cananéia, São Paulo', 'City': 'Cananéia', 'Subregion': '', 'Region': 'São Paulo'}}","{'address': 'Sao Paulo', 'location': {'x': '-46.6382522', 'y': '-23.5486657'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Sao Paulo', 'City': 'Sao Paulo', 'Subregion': '', 'Region': 'Sao Paulo'}}",São Paulo,146215.525554,BRL,146215.525554 BRL,Project Definition,True,Refurbishment/Replacement,,,,,5a209758-6bbb-49ad-87dc-e26e718aeb98
Restaura&#231;&#227;o Florestal no Parna da Serra do Pardo/PA,"Concessão para manejo florestal sustentável de 445,4 mil hectares, dos quais 26.706,93 hectares degradados da floresta são destinados para restauração florestal, recuperação de seus serviços ecossistêmicos e geração de emprego e renda para a comunidade local.",Other,Other,SEPPI,Altamira; São Félix do Xingu,"{'address': 'Altamira, Pará', 'location': {'x': '-52.2048342', 'y': '-3.1937118'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Altamira, Pará', 'City': 'Altamira', 'Subregion': '', 'Region': 'Pará'}}","{'address': 'São Félix do Xingu, Pará', 'location': {'x': '-51.9729964', 'y': '-6.6485736'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'São Félix do Xingu, Pará', 'City': 'São Félix do Xingu', 'Subregion': '', 'Region': 'Pará'}}",Altamira,0.181881,BRL,0.181881 BRL,Project Definition,True,Refurbishment/Replacement,,,,,5a877046-b488-496a-870d-60bc12c7a02d
Consórcio de Saneamento da Bacia Hidrográfica do Rio dos Sinos/RS,A Definir,Water & Waste,Solid Waste Facility,SEPPI,Rio Grande do Sul,,,Rio Grande do Sul,35554237.0,BRL,35554237.0 BRL,Project Definition,True,New,,,,,5b502d2f-fdc4-47ff-82ce-1787fa991606
Terminal Pesqueiro de Natal/RN,"Atualmente, o TPP de Natal não se encontra em operação, e parte de seu cais é utilizado, de forma precária, como local de reparo de embarcaç&#245;es. O terminal não possui entrada independente, utilizando as instalaç&#245;es da CBTU para acesso. No âmbito da estruturação da concessão do TPP Natal, foi concebida junto &#224; CBTU solução adequada a ser implantada pelo futuro concessionário.",Other,Other,SEPPI,Rio Grande do Norte; Natal,"{'address': 'Natal, Rio Grande do Norte', 'location': {'x': '-35.2103978', 'y': '-5.7945609'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Natal, Rio Grande do Norte', 'City': 'Natal', 'Subregion': '', 'Region': 'Rio Grande do Norte'}}","{'address': 'RN', 'location': {'x': '-36.67338633262', 'y': '-5.839737962921'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Rio Grande do Norte', 'City': '', 'Subregion': '', 'Region': 'Rio Grande do Norte'}}",Rio Grande do Norte,2061356.0,BRL,2061356.0 BRL,Tender Process,True,Refurbishment/Replacement,,,,,5bab5aaf-029c-4f53-aeb9-dd613c18341e
Leilão de Reserva de Capacidade de Potencia – Armazenamento   Baterias,A Definir,Energy,Other Energy,SEPPI,,,,,0.0,BRL,,Project Definition,True,New,,,,,5cf20be4-cb5b-457d-9f2f-16f08041dbac
6&#176; Leil&#227;o de Petr&#243;leo da Uni&#227;o-PPSA,A Definir,Other,Other,SEPPI,Estado do Rio de Janeiro,,,Estado do Rio de Janeiro,0.179992,BRL,0.179992 BRL,Project Definition,True,New,,,,,5e756be9-df1b-4c20-97f8-ed92074e2d78
"Fortaleza de Santa Cruz (Forte Orange), no Estado de Pernambuco",A Definir,Social Infrastructure,Tourist Facility,SEPPI,Pernambuco,,,Pernambuco,1413280.0,BRL,1413280.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,61765de5-03d1-44dd-b783-da346bd30963
Ilumina&#231;&#227;o P&#250;blica - Santana do Livramento (RS),A definir,Urban Services,Street Lighting,SEPPI,Santana do Livramento,,,Santana do Livramento,0.184932,BRL,0.184932 BRL,Project Definition,True,Refurbishment/Replacement,,,,,62f10672-0b48-4ba1-8259-c6a277974c75
Saneamento Básico - Estado do Maranhão,A Definir,Water & Waste,Water Supply Infrastructure,SEPPI,Maranhão,,,Maranhão,3291200.0,BRL,3291200.0 BRL,Project Definition,True,Expansion,,,,,63f8f489-8110-45ad-b75d-54b941245c7e
Presídio - Estado de Santa Catarina,"Projeto de estruturação de PPP administrativa dos serviços de apoio &#224; operação, incluindo a construção, equipagem, manutenção e serviços de apoio &#224; operação do complexo prisional de Blumenau/SC.&#10;&#10;Construç&#245;es: Retrofit da Unidade Existente, 02 novas unidades de regime fechado, 1 nova unidade de regime semi-aberto.",Social Infrastructure,Prison,SEPPI,Santa Catarina; Blumenau,"{'address': 'Blumenau, Santa Catarina', 'location': {'x': '-49.0660575', 'y': '-26.9189417'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Blumenau, Santa Catarina', 'City': 'Blumenau', 'Subregion': '', 'Region': 'Santa Catarina'}}","{'address': 'SC', 'location': {'x': '-50.482455751756', 'y': '-27.246192196751'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Santa Catarina', 'City': '', 'Subregion': '', 'Region': 'Santa Catarina'}}",Santa Catarina,46112000.0,BRL,46112000.0 BRL,Project Definition,True,New,,,,,651a153a-1a68-46dd-b985-27d4e7a14fe6
Unidades de Manejo na Gleba Castanho/AM,A Definir,Other,Other,SEPPI,Amazonas,,,Amazonas,23689600.0,BRL,23689600.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,6537d77d-b6d2-4d8a-9987-b57fb53f2d2d
TMP - teminal de passageiros no porto de Macei&#243;/AL,"A área denominada TMP Maceió, será destinada a embarque e desembarque de passageiros que transitam pelo Porto de Maceió propiciando mais conforto e segurança aos turistas.",Transport,Seaport,SEPPI,Maceió,,,Maceió,359434.248,BRL,359434.248 BRL,Project Definition,True,Refurbishment/Replacement,,,,,65f14f47-1411-44b6-80fc-fbfd2e693561
Res&#237;duos S&#243;lidos - Estado do Goi&#225;s,Estudo para concessão do serviço de manejo de resíduos sólidos nos 246 municípios do Estado de Goiás buscando melhorias significativas no manejo dos resíduos sólidos urbanos produzidos pelos mais de 7 milh&#245;es habitantes que serão diretamente impactados pelo projeto..,Water & Waste,Solid Waste Facility,SEPPI,Estado de Goiás,,,Estado de Goiás,0.185732,BRL,0.185732 BRL,Project Definition,True,New,,,,,676b0d9a-3cf6-4f79-8a74-29aeba157938
CBTU-PE: Metrô da Região Metropolitana de Recife/PE,"Requalificação e modernização do sistema de metrô da região metropolitana de Recife/PE, operado pela empresa federal CBTU",Transport,Metro,SEPPI,Pernambuco; Recife,"{'address': 'Recife, Pernambuco', 'location': {'x': '-34.871176', 'y': '-8.0551894'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Recife, Pernambuco', 'City': 'Recife', 'Subregion': '', 'Region': 'Pernambuco'}}","{'address': 'PE', 'location': {'x': '-37.997678124001', 'y': '-8.325217431166'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Pernambuco', 'City': '', 'Subregion': '', 'Region': 'Pernambuco'}}",Pernambuco,422400000.0,BRL,422400000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,68cd547a-9395-4439-a85b-27e0e21c58c4
BR-153/282/470/SC - Rodovias Integradas de SC - Lote 01,A definir,Transport,Highway,SEPPI,Estado de Santa Catarina,,,Estado de Santa Catarina,1167275850.0,BRL,1167275850.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,69e37415-0718-42d9-bafb-993289d02b23
Saneamento básico - São Gonçalo do Amarante/RN,A Definir,Water & Waste,Water Supply Infrastructure,SEPPI,Rio Grande do Norte,,,Rio Grande do Norte,21120000.0,BRL,21120000.0 BRL,Project Definition,True,New,,,,,6aae4b5e-e0b6-42ac-ab48-d989bed57039
Iluminação Pública - Saquarema (RJ),"A PPP de Iluminação Pública representa um passo importante na busca contínua das administraç&#245;es municipais por melhorias significativas na qualidade de vida dos mais de 89 mil habitantes que serão diretamente impactados pelo projeto.&#10;O projeto está sendo estruturado com recursos do Fundo de Estruturação de Projetos (FEP/CAIXA). Além disso, a estruturação também conta com o assessoramento da CAIXA e coordenação da Secretaria Especial do Programa de Parcerias e Investimentos (SEPPI).",Urban Services,Street Lighting,SEPPI,Rio de Janeiro; Saquarema,"{'address': 'Saquarema, Rio de Janeiro', 'location': {'x': '-42.4969276', 'y': '-22.9308336'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Saquarema, Rio de Janeiro', 'City': 'Saquarema', 'Subregion': '', 'Region': 'Rio de Janeiro'}}","{'address': 'Rio de Janeiro', 'location': {'x': '-43.1789159', 'y': '-22.9014475'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Rio de Janeiro', 'City': 'Rio de Janeiro', 'Subregion': '', 'Region': 'Rio de Janeiro'}}",Rio de Janeiro,4097122.0,BRL,4097122.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,6b39afed-0f54-4394-9f9e-9f035c18d4b4
Corredor Ferrovi&#225;rio Leste-Oeste,O Corredor Ferroviário Leste-Oeste é um projeto para uma futura concessão ferroviária que conectará leste e oeste com 1.700 km de extensão,Transport,Intercity Rail,SEPPI,Estado da Bahia; Estado de Goiás; Estado de Mato Grosso; Caetité; Bom Jesus da Lapa; Correntina; Mara Rosa; Água Boa; Lucas do Rio Verde,"{'address': 'Caetité, Bahia', 'location': {'x': '-42.4851241', 'y': '-14.0688042'}, 'score': 100.0, 'attributes': {'ResultID': 4, 'Place_addr': 'Caetité, Bahia', 'City': 'Caetité', 'Subregion': '', 'Region': 'Bahia'}}","{'address': 'Bom Jesus da Lapa, Bahia', 'location': {'x': '-43.4205471', 'y': '-13.2554918'}, 'score': 100.0, 'attributes': {'ResultID': 5, 'Place_addr': 'Bom Jesus da Lapa, Bahia', 'City': 'Bom Jesus da Lapa', 'Subregion': '', 'Region': 'Bahia'}}",Estado da Bahia,5321008700.0,BRL,5321008700.0 BRL,Project Definition,True,New,,,,,6b4cd7b1-40d5-4e7f-849a-8655705dcfeb
Terminal Pesqueiro de Santos/SP,"Santos e Guarujá são os principais destinos da pesca extrativa da pesca de São Paulo e no período de 2017 a 2019 o PMAP registrou o descarregamento de, aproximadamente, 10 mil toneladas anuais, das quais a pesca industrial foi responsável por 85% da captura.",Other,Other,SEPPI,São Paulo; Santos,"{'address': 'Santos, Sao Paulo', 'location': {'x': '-46.3264601', 'y': '-23.9562885'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Santos, Sao Paulo', 'City': 'Santos', 'Subregion': '', 'Region': 'Sao Paulo'}}","{'address': 'Sao Paulo', 'location': {'x': '-46.6382522', 'y': '-23.5486657'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Sao Paulo', 'City': 'Sao Paulo', 'Subregion': '', 'Region': 'Sao Paulo'}}",São Paulo,1713581.637201,BRL,1713581.637201 BRL,Project Definition,True,Refurbishment/Replacement,,,,,6b5a70d0-8239-4e4a-9a82-282c5b5b5b6f
STS53 - Armazenagem de granéis minerais no Porto de Santos/SP,"A área de arrendamento STS53 será utilizada para armazenagem e movimentação portuária de cargas granéis, pelos tipos de navegação longo curso e cabotagem, no sentido de desembarque",Transport,Seaport,SEPPI,São Paulo,,,São Paulo,115954080.0,BRL,115954080.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,6bc82e39-143a-417c-90fa-23b31dbb7bdb
Res&#237;duos S&#243;lidos Urbano - Estado do Amap&#225;,A Definir,Water & Waste,Solid Waste Facility,SEPPI,Amapá,,,Amapá,0.0,BRL,,Project Definition,True,New,,,,,6c193c44-0387-4409-88f7-7434ce1ee7c2
Saneamento básico - Estado de Rondônia,A Definir,Water & Waste,Water Supply Infrastructure,SEPPI,Rondônia,,,Rondônia,1026837328.0,BRL,1026837328.0 BRL,Project Definition,True,New,,,,,6e20e506-c99a-4bee-9575-1ca7a0b35c5c
ITG03 - Terminal  de granéis minerais sólidos no Porto de Itaguaí/RJ,Arrendamento de terminal portuário com área de 22.564 m&#178; dedicado &#224; movimentação e armazenagem de granéis sólidos. Há a expectativa que o novo terminal alcance ao final do contrato a capacidade de armazenagem de 30.630t.,Transport,Seaport,SEPPI,Rio de Janeiro,,,Rio de Janeiro,32838080.0,BRL,32838080.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,6e4fe371-5274-402f-bc51-4cb35f898060
Iluminação Pública - Camaçari (BA),A PPP de Iluminação Pública representa um passo importante na busca contínua das administraç&#245;es municipais por melhorias significativas na qualidade de vida dos mais de 299 mil habitantes que serão diretamente impactados pelo projeto.,Urban Services,Street Lighting,SEPPI,Bahia; Camaçari,"{'address': 'Camaçari, Bahia', 'location': {'x': '-38.3233545', 'y': '-12.6946533'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Camaçari, Bahia', 'City': 'Camaçari', 'Subregion': '', 'Region': 'Bahia'}}","{'address': 'BA', 'location': {'x': '-41.721435781216', 'y': '-12.475311328523'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Bahia', 'City': '', 'Subregion': '', 'Region': 'Bahia'}}",Bahia,11219446.0,BRL,11219446.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,6e5a93b6-154f-4c26-8a0d-1736a7795980
Hospital Universitário de Canoas/RS,"Estudos de alternativas de parcerias para o Hospital Universitário de Canoas/RS, Hospital Escola de Alta Complexidade, que atende aos munícipes de Canoas, bem como a mais de 150 cidades do Estado do RS.",Social Infrastructure,Hospital,SEPPI,Rio Grande do Sul; Canoas,"{'address': 'Canoas, Rio Grande do Sul', 'location': {'x': '-51.179783', 'y': '-29.9190927'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Canoas, Rio Grande do Sul', 'City': 'Canoas', 'Subregion': '', 'Region': 'Rio Grande do Sul'}}","{'address': 'RS', 'location': {'x': '-53.316139942784', 'y': '-29.738736042187'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Rio Grande do Sul', 'City': '', 'Subregion': '', 'Region': 'Rio Grande do Sul'}}",Rio Grande do Sul,0.0,BRL,,Project Definition,True,New,,,,,6ffaa27b-41f1-49cd-acba-4ade7bbe9f90
BR-060/364/GO/MT - CN2 - Rota do Agro,"Trecho Rio Verde/GO - Rondonópolis/MT&#10;&#10;O projeto está inserido nos estados de Mato Grosso e Goiás, contemplando a cidade de Rondonópolis/MT, localizada na região Sudeste do estado, a 210km da capital Cuiabá, com 245 mil habitantes e o segundo maior PIB do estado.&#10;&#10;Rondonópolis se localiza no entroncamento das Rodovias BR-163 e BR-364, vias que transportam a produção agrícola e industrial para os grandes centros metropolitanos e portos do Brasil.",Transport,Highway,SEPPI,"Goiás,Mato Grosso",,,"Goiás,Mato Grosso",475728000.0,BRL,475728000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,705bc6a1-682d-44ad-bfd2-3a8260687487
Iluminação Pública - Consórcio Cimpajeú (PE),"A PPP de Iluminação Pública representa um passo importante na busca contínua das administraç&#245;es municipais por melhorias significativas na qualidade de vida dos mais de 168 mil habitantes que serão diretamente impactados pelo projeto. Em um arranjo regional organizado pelo Consórcio Cimpajeú contemplando 7 municípios no Estado que buscam estruturar uma solução conjunta para a melhoria dos serviços públicos de iluminação pública de cada um de seus associados, sob a gestão do Consórcio Público.&#10;O projeto está sendo estruturado com recursos do Fundo de Estruturação de Projetos (FEP), conta com o assessoramento técnico da CAIXA e as consultorias especializadas Accenture/Moysés &amp; Pires. A coordenação geral é da Secretaria Especial do Programa de Parcerias e Investimentos (SEPPI), com o apoio do Ministério das Cidades.",Urban Services,Street Lighting,SEPPI,Pernambuco; Betânia; Brejinho; Ingazeira; Serra Talhada; Sertânia; Solidão; Triunfo,"{'address': 'Betânia, Pernambuco', 'location': {'x': '-38.0362305', 'y': '-8.272692'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Betânia, Pernambuco', 'City': 'Betânia', 'Subregion': '', 'Region': 'Pernambuco'}}","{'address': 'Brejinho, Rio Grande do Norte', 'location': {'x': '-35.3613431', 'y': '-6.1946607'}, 'score': 100.0, 'attributes': {'ResultID': 3, 'Place_addr': 'Brejinho, Rio Grande do Norte', 'City': 'Brejinho', 'Subregion': '', 'Region': 'Rio Grande do Norte'}}",Pernambuco,38500634.0,BRL,38500634.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,70cd0711-dd07-4560-9e0c-94e137aaf873
Ilumina&#231;&#227;o P&#250;blica - S&#227;o Crist&#243;v&#227;o (SE),A definir,Urban Services,Street Lighting,SEPPI,São Cristóvão,,,São Cristóvão,3894070.905,BRL,3894070.905 BRL,Project Definition,True,Refurbishment/Replacement,,,,,70dce939-642d-4a58-acf4-54f94b9d8a2b
Imóveis não operacionais da CEASAMINAS,A Definir,Other,Other,SEPPI,Minas Gerais,,,Minas Gerais,176.0,BRL,176.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,714677e9-777b-42d2-99a1-a25823a6c556
Barragem do Bico da Pedra (Codevasf),A definir,Water & Waste,Other Water & Waste,SEPPI,Estado de Minas Gerais,,,Estado de Minas Gerais,0.181152,BRL,0.181152 BRL,Project Definition,True,Refurbishment/Replacement,,,,,715eae06-4ef0-488f-acc4-7e0ba1e1df67
Unidades de Manejo na Flona de Balata-Tufari/AM,"A Definir, teste source 7- treinamento",Other,Other,SEPPI,Amazonas,,,Amazonas,86152000.0,BRL,86152000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,71ba7c56-3e8e-47e8-bbf6-c5e8b7cc6b6b
Educa&#231;&#227;o Infantil - Munic&#237;pio de Osasco (SP),"Projeto de estruturação de concessão administrativa para construção, manutenção, conservação, gestão e operação dos serviços não pedagógicos de cerca de 10 a 20 unidades educacionais da rede municipal de educação infantil do município de Osasco (SP).",Social Infrastructure,School,SEPPI,Osasco,,,Osasco,0.185463,BRL,0.185463 BRL,Project Definition,True,New,,,,,73401929-6a21-46d5-9bc8-9e42d5187737
